ptf_id,lat,lon,Variable_id,Variable_nameShort,Variable_firstMeasured,Variable_lastMeasured,time_delta,Variable_name,Variable_canonicalUnit,Variable_description
1019191.0,12.67,114.82,2396.0,SST,2016-03-03T21:00:00,2016-05-11T17:00:00,68.83333333333333,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1019194.0,21.7817,119.5467,2396.0,SST,2016-03-03T21:00:00,2016-05-11T17:00:00,68.83333333333333,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1017776.0,20.7,116.13,2396.0,SST,2016-03-03T21:00:00,2016-05-11T17:00:00,68.83333333333333,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1020008.0,21.11,116.63,2396.0,SST,2015-12-02T05:50:00,2015-12-19T22:00:00,17.67361111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1017801.0,14.37,114.32,2396.0,SST,2015-12-02T05:50:00,2015-12-19T22:00:00,17.67361111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1020029.0,10.4367,111.6417,2396.0,SST,2015-12-02T05:50:00,2015-12-19T22:00:00,17.67361111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1018570.0,12.8667,115.45,2396.0,SST,2015-12-02T05:50:00,2015-12-19T22:00:00,17.67361111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1018648.0,11.6,111.08,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1017950.0,8.54,106.52,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1018666.0,10.27,108.78,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1018684.0,21.59,118.5,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1019416.0,8.625,107.5167,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1019434.0,8.5733,109.5183,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023828.0,16.5583,116.325,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023343.0,11.2767,110.1833,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023479.0,13.49,118.22,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023492.0,12.0667,114.8833,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023501.0,17.87,113.97,2396.0,SST,2015-12-02T11:15:00,2015-12-21T06:01:00,18.781944444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023512.0,10.495,111.08,2396.0,SST,2015-10-29T04:17:00,2015-12-11T00:00:00,42.821527777777774,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023730.0,11.91,110.18,2396.0,SST,2015-12-31T12:05:00,2016-01-09T07:00:00,8.788194444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021659.0,12.855,113.2383,2396.0,SST,2015-12-31T12:05:00,2016-01-09T07:00:00,8.788194444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021670.0,21.1217,119.4083,2396.0,SST,2015-12-31T12:05:00,2016-01-09T07:00:00,8.788194444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021677.0,16.39,119.6,2396.0,SST,2015-12-31T12:05:00,2016-01-09T07:00:00,8.788194444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021732.0,12.12,115.13,2396.0,SST,2015-12-31T12:05:00,2016-01-09T07:00:00,8.788194444444445,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1023210.0,19.97,118.72,2396.0,SST,2015-12-02T05:50:00,2016-01-05T13:00:00,34.298611111111114,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021026.0,21.4733,119.7267,2396.0,SST,2015-12-01T14:17:00,2015-12-17T18:00:00,16.15486111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021053.0,21.7817,119.5467,2396.0,SST,2015-12-01T14:17:00,2015-12-17T18:00:00,16.15486111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021793.0,18.8567,118.1467,2396.0,SST,2015-12-01T14:17:00,2015-12-17T18:00:00,16.15486111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021798.0,8.52,106.53,2396.0,SST,2015-12-01T14:17:00,2015-12-17T18:00:00,16.15486111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021806.0,14.3633,114.3283,2396.0,SST,2015-12-01T14:17:00,2015-12-17T18:00:00,16.15486111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021826.0,21.2617,119.495,2396.0,SST,2015-12-01T14:17:00,2015-12-17T18:00:00,16.15486111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1022582.0,14.33,111.62,2396.0,SST,2015-12-01T14:17:00,2015-12-17T18:00:00,16.15486111111111,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1022623.0,20.64,119.81,2396.0,SST,2015-11-30T17:45:00,2015-12-31T03:04:00,30.388194444444444,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021151.0,12.0583,114.8833,2396.0,SST,2015-11-30T17:45:00,2015-12-31T03:04:00,30.388194444444444,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1025745.0,14.72,112.06,2396.0,SST,2015-09-22T08:54:00,2016-05-07T21:29:00,228.52430555555557,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021204.0,20.0333,118.7967,2396.0,SST,2015-09-22T08:54:00,2016-05-07T21:29:00,228.52430555555557,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1021927.0,20.0233,118.7967,2396.0,SST,2015-09-22T08:54:00,2016-05-07T21:29:00,228.52430555555557,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
1026070.0,12.2317,112.5267,2396.0,SST,2015-09-22T08:54:00,2016-05-07T21:29:00,228.52430555555557,Sea surface temperature,K,"Temperature of the sea water at surface. The 'bulk' temperature refers to the depth of typically 2 m, the 'skin' temperature refers to within the upper 1 mm."
